name   kyuubiNaruto
	offset	35 63
	frame	data/chars/kyuubiNaruto/231.gif
	offset	35 64
	frame	data/chars/kyuubiNaruto/232.gif
	offset	46 62
	frame	data/chars/kyuubiNaruto/233.gif
	offset	38 61
	frame	data/chars/kyuubiNaruto/234.gif
	offset	29 62
	frame	data/chars/kyuubiNaruto/235.gif
	offset	36 66
	frame	data/chars/kyuubiNaruto/236.gif
		
anim	freespecial
	delay	7
	offset	50 60
	frame	data/chars/kyuubiNaruto/237.gif
	offset	39 56
	frame	data/chars/kyuubiNaruto/238.gif
	offset	36 57
	frame	data/chars/kyuubiNaruto/239.gif
	offset	36 80
	frame	data/chars/kyuubiNaruto/240.gif
	offset	26 86
	frame	data/chars/kyuubiNaruto/241.gif
	offset	27 77
	frame	data/chars/kyuubiNaruto/242.gif
	offset	39 62
	frame	data/chars/kyuubiNaruto/243.gif
		
anim	freespecial11
	delay	7
	offset	33 45
	frame	data/chars/kyuubiNaruto/285.gif
	offset	36 58
	frame	data/chars/kyuubiNaruto/286.gif
	offset	35 58
	frame	data/chars/kyuubiNaruto/287.gif
		
anim	freespecial2
	delay	3
	offset	32 61
	frame	data/chars/kyuubiNaruto/272.gif
	offset	39 63
	frame	data/chars/kyuubiNaruto/273.gif
	offset	43 63
	frame	data/chars/kyuubiNaruto/274.gif
	offset	56 66
	frame	data/chars/kyuubiNaruto/275.gif
	offset	40 62
	frame	data/chars/kyuubiNaruto/268.gif
	offset	33 60
	frame	data/chars/kyuubiNaruto/269.gif
	offset	41 65
	frame	data/chars/kyuubiNaruto/270.gif
	offset	40 65
	frame	data/chars/kyuubiNaruto/271.gif
	offset	38 65
	frame	data/chars/kyuubiNaruto/263.gif
	offset	48 62
	frame	data/chars/kyuubiNaruto/264.gif
	offset	42 58
	frame	data/chars/kyuubiNaruto/265.gif
	offset	41 62
	frame	data/chars/kyuubiNaruto/266.gif
	offset	38 58
	frame	data/chars/kyuubiNaruto/267.gif
	offset	24 47
	frame	data/chars/kyuubiNaruto/258.gif
	offset	34 47
	frame	data/chars/kyuubiNaruto/259.gif
	offset	36 45
	frame	data/chars/kyuubiNaruto/260.gif
	offset	25 61
	frame	data/chars/kyuubiNaruto/261.gif
	offset	43 57
	frame	data/chars/kyuubiNaruto/262.gif
		
anim	freespecial3
	delay	7
	offset	36 70
	frame	data/chars/kyuubiNaruto/209.gif
	offset	29 67
	frame	data/chars/kyuubiNaruto/210.gif
	offset	29 67
	frame	data/chars/kyuubiNaruto/211.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/212.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/213.gif
	offset	36 70
	frame	data/chars/kyuubiNaruto/214.gif
	offset	36 70
	frame	data/chars/kyuubiNaruto/215.gif
	offset	32 58
	frame	data/chars/kyuubiNaruto/222.gif
	offset	47 63
	frame	data/chars/kyuubiNaruto/223.gif
	offset	40 67
	frame	data/chars/kyuubiNaruto/224.gif
	offset	46 57
	frame	data/chars/kyuubiNaruto/225.gif
	offset	33 59
	frame	data/chars/kyuubiNaruto/226.gif
	offset	43 57
	frame	data/chars/kyuubiNaruto/227.gif
	offset	-6 29
	frame	data/chars/kyuubiNaruto/fillkyuubi/402.gif
		
anim	freespecial5
	delay	3
	offset	36 59
	frame	data/chars/kyuubiNaruto/fillkyuubi/404.gif
	offset	49 57
	frame	data/chars/kyuubiNaruto/fillkyuubi/405.gif
	offset	46 72
	frame	data/chars/kyuubiNaruto/fillkyuubi/406.gif
	offset	54 68
	frame	data/chars/kyuubiNaruto/fillkyuubi/407.gif
	offset	36 59
	frame	data/chars/kyuubiNaruto/fillkyuubi/404.gif
	offset	49 57
	frame	data/chars/kyuubiNaruto/fillkyuubi/405.gif
	offset	46 72
	frame	data/chars/kyuubiNaruto/fillkyuubi/406.gif
	offset	54 68
	frame	data/chars/kyuubiNaruto/fillkyuubi/407.gif
	offset	36 59
	frame	data/chars/kyuubiNaruto/fillkyuubi/404.gif
	offset	49 57
	frame	data/chars/kyuubiNaruto/fillkyuubi/405.gif
	offset	46 72
	frame	data/chars/kyuubiNaruto/fillkyuubi/406.gif
	offset	54 68
	frame	data/chars/kyuubiNaruto/fillkyuubi/407.gif
	offset	53 84
	frame	data/chars/kyuubiNaruto/fillkyuubi/384.gif
	offset	54 85
	frame	data/chars/kyuubiNaruto/fillkyuubi/385.gif
	offset	41 98
	frame	data/chars/kyuubiNaruto/fillkyuubi/386.gif
	offset	49 98
	frame	data/chars/kyuubiNaruto/fillkyuubi/387.gif
	offset	49 66
	frame	data/chars/kyuubiNaruto/fillkyuubi/388.gif
	offset	41 58
	frame	data/chars/kyuubiNaruto/fillkyuubi/389.gif
	offset	41 62
	frame	data/chars/kyuubiNaruto/fillkyuubi/390.gif
	offset	38 58
	frame	data/chars/kyuubiNaruto/fillkyuubi/391.gif
	offset	49 61
	frame	data/chars/kyuubiNaruto/fillkyuubi/27.gif
	offset	42 59
	frame	data/chars/kyuubiNaruto/fillkyuubi/28.gif
	offset	48 59
	frame	data/chars/kyuubiNaruto/fillkyuubi/29.gif
	offset	47 61
	frame	data/chars/kyuubiNaruto/fillkyuubi/30.gif
	offset	48 59
	frame	data/chars/kyuubiNaruto/fillkyuubi/29.gif
	offset	42 59
	frame	data/chars/kyuubiNaruto/fillkyuubi/28.gif
	offset	49 61
	frame	data/chars/kyuubiNaruto/fillkyuubi/27.gif
	offset	44 62
	frame	data/chars/kyuubiNaruto/fillkyuubi/202.gif
	offset	48 62
	frame	data/chars/kyuubiNaruto/fillkyuubi/dragging_1.gif
	offset	46 62
	frame	data/chars/kyuubiNaruto/fillkyuubi/dragging_2.gif
	offset	66 57
	frame	data/chars/kyuubiNaruto/fillkyuubi/dragging_3.gif
	offset	65 56
	frame	data/chars/kyuubiNaruto/fillkyuubi/dragging_4.gif
	offset	71 55
	frame	data/chars/kyuubiNaruto/fillkyuubi/dragging_5.gif
	offset	42 65
	frame	data/chars/kyuubiNaruto/fillkyuubi/dragging_6.gif
	offset	45 57
	frame	data/chars/kyuubiNaruto/fillkyuubi/dragging_7.gif
	offset	45 58
	frame	data/chars/kyuubiNaruto/fillkyuubi/dragging_8.gif
	offset	45 60
	frame	data/chars/kyuubiNaruto/fillkyuubi/dragging_9.gif
	offset	43 63
	frame	data/chars/kyuubiNaruto/fillkyuubi/dragging_10.gif
		
anim	freespecial6
	delay	5
	offset	42 57
	frame	data/chars/kyuubiNaruto/fillkyuubi/combo_22.gif
	offset	32 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/495.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/496.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/497.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/498.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/499.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/500.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/501.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/502.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/503.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/504.gif
	offset	54 58
	frame	data/chars/kyuubiNaruto/fillkyuubi/505.gif
	offset	54 58
	frame	data/chars/kyuubiNaruto/fillkyuubi/506.gif
	offset	52 47
	frame	data/chars/kyuubiNaruto/fillkyuubi/507.gif
	offset	53 68
	frame	data/chars/kyuubiNaruto/fillkyuubi/521.gif
	offset	53 68
	frame	data/chars/kyuubiNaruto/fillkyuubi/522.gif
	offset	52 59
	frame	data/chars/kyuubiNaruto/fillkyuubi/523.gif
	offset	45 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/524.gif
	offset	45 58
	frame	data/chars/kyuubiNaruto/fillkyuubi/525.gif
	offset	45 59
	frame	data/chars/kyuubiNaruto/fillkyuubi/526.gif
	offset	45 56
	frame	data/chars/kyuubiNaruto/fillkyuubi/527.gif
	offset	45 60
	frame	data/chars/kyuubiNaruto/fillkyuubi/528.gif
	offset	45 56
	frame	data/chars/kyuubiNaruto/fillkyuubi/529.gif
	offset	45 56
	frame	data/chars/kyuubiNaruto/fillkyuubi/530.gif
	offset	45 56
	frame	data/chars/kyuubiNaruto/fillkyuubi/531.gif
	offset	45 56
	frame	data/chars/kyuubiNaruto/fillkyuubi/532.gif
	offset	45 56
	frame	data/chars/kyuubiNaruto/fillkyuubi/533.gif
	offset	45 56
	frame	data/chars/kyuubiNaruto/fillkyuubi/534.gif
	offset	62 60
	frame	data/chars/kyuubiNaruto/fillkyuubi/535.gif
	offset	65 57
	frame	data/chars/kyuubiNaruto/fillkyuubi/536.gif
	offset	67 60
	frame	data/chars/kyuubiNaruto/fillkyuubi/537.gif
	offset	70 60
	frame	data/chars/kyuubiNaruto/fillkyuubi/538.gif
	offset	67 60
	frame	data/chars/kyuubiNaruto/fillkyuubi/539.gif
	offset	70 60
	frame	data/chars/kyuubiNaruto/fillkyuubi/540.gif
	offset	63 55
	frame	data/chars/kyuubiNaruto/fillkyuubi/541.gif
	offset	63 55
	frame	data/chars/kyuubiNaruto/fillkyuubi/542.gif
	offset	73 44
	frame	data/chars/kyuubiNaruto/fillkyuubi/543.gif
	offset	72 45
	frame	data/chars/kyuubiNaruto/fillkyuubi/544.gif
	offset	71 45
	frame	data/chars/kyuubiNaruto/fillkyuubi/545.gif
	offset	73 44
	frame	data/chars/kyuubiNaruto/fillkyuubi/546.gif
	offset	71 44
	frame	data/chars/kyuubiNaruto/fillkyuubi/547.gif
	offset	73 44
	frame	data/chars/kyuubiNaruto/fillkyuubi/548.gif
	offset	73 44
	frame	data/chars/kyuubiNaruto/fillkyuubi/549.gif
	offset	71 44
	frame	data/chars/kyuubiNaruto/fillkyuubi/550.gif
	offset	62 60
	frame	data/chars/kyuubiNaruto/fillkyuubi/551.gif
	offset	67 37
	frame	data/chars/kyuubiNaruto/fillkyuubi/552.gif
	offset	67 37
	frame	data/chars/kyuubiNaruto/fillkyuubi/553.gif
	offset	52 47
	frame	data/chars/kyuubiNaruto/fillkyuubi/507.gif
	offset	54 58
	frame	data/chars/kyuubiNaruto/fillkyuubi/506.gif
	offset	54 58
	frame	data/chars/kyuubiNaruto/fillkyuubi/505.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/504.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/503.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/502.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/501.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/500.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/499.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/498.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/497.gif
	offset	37 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/496.gif
	offset	32 64
	frame	data/chars/kyuubiNaruto/fillkyuubi/495.gif
	offset	42 57
	frame	data/chars/kyuubiNaruto/fillkyuubi/combo_22.gif
		
anim	idle
	delay	7
	offset	46 61
	frame	data/chars/kyuubiNaruto/203.gif
	offset	38 61
	frame	data/chars/kyuubiNaruto/204.gif
	offset	33 59
	frame	data/chars/kyuubiNaruto/205.gif
	offset	30 60
	frame	data/chars/kyuubiNaruto/206.gif
	offset	30 60
	frame	data/chars/kyuubiNaruto/207.gif
	offset	36 62
	frame	data/chars/kyuubiNaruto/208.gif
		
anim	jump
	delay	7
	offset	35 52
	frame	data/chars/kyuubiNaruto/283.gif
	offset	35 58
	frame	data/chars/kyuubiNaruto/284.gif
		
anim	jumpattack
	delay	7
	offset	22 72
	frame	data/chars/kyuubiNaruto/301.gif
	offset	30 69
	frame	data/chars/kyuubiNaruto/302.gif
	offset	39 65
	frame	data/chars/kyuubiNaruto/303.gif
	offset	29 62
	frame	data/chars/kyuubiNaruto/304.gif
		
anim	jumpattack2
	delay	7
	offset	29 74
	frame	data/chars/kyuubiNaruto/296.gif
	offset	44 79
	frame	data/chars/kyuubiNaruto/297.gif
	offset	30 75
	frame	data/chars/kyuubiNaruto/298.gif
	offset	32 76
	frame	data/chars/kyuubiNaruto/299.gif
	offset	33 77
	frame	data/chars/kyuubiNaruto/300.gif
		
anim	jumpattack3
	delay	1
	offset	48 66
	frame	data/chars/kyuubiNaruto/292.gif
	offset	50 75
	frame	data/chars/kyuubiNaruto/293.gif
	offset	43 73
	frame	data/chars/kyuubiNaruto/294.gif
	offset	48 68
	frame	data/chars/kyuubiNaruto/295.gif
		
anim	pain
	delay	7
	offset	40 62
	frame	data/chars/kyuubiNaruto/277.gif
		
anim	rise
	delay	7
	offset	30 58
	frame	data/chars/kyuubiNaruto/182.gif
		
anim	run
	delay	7
	offset	40 42
	frame	data/chars/kyuubiNaruto/311.gif
	offset	40 47
	frame	data/chars/kyuubiNaruto/312.gif
	offset	49 49
	frame	data/chars/kyuubiNaruto/313.gif
	offset	29 60
	frame	data/chars/kyuubiNaruto/314.gif
	offset	22 57
	frame	data/chars/kyuubiNaruto/315.gif
	offset	29 55
	frame	data/chars/kyuubiNaruto/316.gif
		
anim	runattack
	delay	7
	offset	36 71
	frame	data/chars/kyuubiNaruto/250.gif
	offset	47 74
	frame	data/chars/kyuubiNaruto/251.gif
	offset	40 60
	frame	data/chars/kyuubiNaruto/252.gif
	offset	24 66
	frame	data/chars/kyuubiNaruto/253.gif
	offset	22 61
	frame	data/chars/kyuubiNaruto/254.gif
	offset	22 72
	frame	data/chars/kyuubiNaruto/255.gif
	offset	29 70
	frame	data/chars/kyuubiNaruto/256.gif
	offset	35 51
	frame	data/chars/kyuubiNaruto/257.gif
		
anim	walk
	delay	7
	offset	37 58
	frame	data/chars/kyuubiNaruto/317.gif
	offset	27 60
	frame	data/chars/kyuubiNaruto/318.gif
	offset	35 61
	frame	data/chars/kyuubiNaruto/319.gif
	offset	36 59
	frame	data/chars/kyuubiNaruto/320.gif
	offset	26 60
	frame	data/chars/kyuubiNaruto/321.gif
	offset	35 61
	frame	data/chars/kyuubiNaruto/322.gif
		
#|edited by openBor Stats v 0.67
		
